Temperature,Humidity,Wind_Speed,Zone_1_Power_Consumption,Zone_2_Power_Consumption,Zone_3_Power_Consumption,Hour,Day_of_Week,Month,Is_Weekend,Is_Peak_Hour,Zone_1_lag_1,Zone_2_lag_1,Zone_3_lag_1,Zone_1_roll_mean_24h,Zone_2_roll_mean_24h,Zone_3_roll_mean_24h
15.83,70.8,0.076,34585.43046,20997.5052,20446.52308,3,3,6,0,0,36480.0,22258.62786,21616.24615,35127.68211958333,22164.137213958333,19755.36410298611
15.87,70.7,0.075,32703.57616,20597.0894,19471.75385,3,3,6,0,0,34585.43046,20997.5052,20446.52308,35129.18322333333,22162.55197486111,19753.43589784722
15.73,70.4,0.075,31622.78146,19770.06237,18650.58462,3,3,6,0,0,32703.57616,20597.0894,19471.75385,35131.479029097216,22163.64345097222,19749.82564145833
15.69,70.5,0.075,30211.39073,19167.56757,17918.03077,3,3,6,0,0,31622.78146,19770.06237,18650.58462,35132.53863173611,22162.474012291663,19744.90256458333
15.63,70.2,0.076,30096.95364,18669.85447,17504.49231,4,3,6,0,0,30211.39073,19167.56757,17918.03077,35132.185430833335,22160.395010208336,19739.774359444444
15.43,70.6,0.079,29753.64238,18232.01663,17469.04615,4,3,6,0,0,30096.95364,18669.85447,17504.49231,35135.982340277784,22159.45945930555,19735.097436388885
15.34,70.8,0.08,28876.29139,18063.61746,17037.78462,4,3,6,0,0,29753.64238,18232.01663,17469.04615,35139.6909495139,22156.62681895833,19732.800000486117
15.41,70.5,0.078,27757.35099,17281.49688,16452.92308,4,3,6,0,0,28876.29139,18063.61746,17037.78462,35140.83885236111,22155.2234925,19729.27179541667
15.58,70.2,0.08,26689.27152,16761.33056,15720.36923,4,3,6,0,0,27757.35099,17281.49688,16452.92308,35142.075055416666,22153.898128680557,19725.00512875
15.65,69.5,0.082,25214.30464,16170.06237,14621.53846,4,3,6,0,0,26689.27152,16761.33056,15720.36923,35144.98896270834,22153.534303333334,19721.68205180556
15.82,69.34,0.078,24425.96026,15324.32432,12996.92308,5,3,6,0,0,25214.30464,16170.06237,14621.53846,35149.75717465278,22153.95010375,19719.220513333334
15.84,68.44,0.075,23993.64238,14912.68191,12347.07692,5,3,6,0,0,24425.96026,15324.32432,12996.92308,35154.61368673611,22153.352390625,19717.33333388889
15.73,68.67,0.077,23752.05298,14632.01663,12045.78462,5,3,6,0,0,23993.64238,14912.68191,12347.07692,35160.00000013889,22153.508315763887,19715.85641076389
15.7,68.3,0.079,23434.17219,14575.88358,11815.38462,5,3,6,0,0,23752.05298,14632.01663,12045.78462,35165.29801340278,22152.936590208334,19715.28205180556
15.45,68.9,0.078,23243.44371,14407.48441,11703.13846,5,3,6,0,0,23434.17219,14575.88358,11815.38462,35170.33112604167,22152.936590208334,19714.174359513887
15.35,69.1,0.079,23103.57616,14332.64033,11649.96923,5,3,6,0,0,23243.44371,14407.48441,11703.13846,35173.951435069444,22151.94906423611,19714.05128256944
15.54,68.64,0.078,23129.00662,14022.03742,11579.07692,6,3,6,0,0,23103.57616,14332.64033,11649.96923,35177.306843472215,22151.92307666667,19716.92307743056
15.36,67.93,0.08,23281.5894,14381.28898,11431.38462,6,3,6,0,0,23129.00662,14022.03742,11579.07692,35181.72185451389,22152.26091451389,19720.65641076389
15.15,68.1,0.08,23612.18543,14381.28898,11354.58462,6,3,6,0,0,23281.5894,14381.28898,11431.38462,35185.25386333333,22154.625779375,19722.256410763886
15.32,67.8,0.083,23713.90728,14441.16424,11478.64615,6,3,6,0,0,23612.18543,14381.28898,11354.58462,35191.69977944445,22154.54781680556,19724.266667222226
15.52,67.03,0.076,23612.18543,14355.09356,11520.0,6,3,6,0,0,23713.90728,14441.16424,11478.64615,35194.61368666667,22154.937629652777,19727.87692361111
15.64,66.63,0.079,23802.91391,14617.04782,11531.81538,6,3,6,0,0,23612.18543,14355.09356,11520.0,35196.203090625,22153.61226583333,19732.020513333337
15.66,66.4,0.081,24044.50331,14987.52599,11549.53846,7,3,6,0,0,23802.91391,14617.04782,11531.81538,35201.67770430555,22153.56029083333,19735.015385069444
15.67,66.5,0.08,23739.33775,15185.86279,11561.35385,7,3,6,0,0,24044.50331,14987.52599,11549.53846,35208.035320208335,22153.56029083333,19736.77948763889
15.66,67.63,0.077,22022.78146,15391.68399,11655.87692,7,3,6,0,0,23739.33775,15185.86279,11561.35385,35210.24282576389,22154.44386673611,19738.133333819445
15.86,67.57,0.08,21997.35099,15417.87942,11703.13846,7,3,6,0,0,22022.78146,15391.68399,11655.87692,35199.20529819445,22155.769230555557,19739.815385069443
16.09,67.03,0.079,22353.37748,15777.13098,11850.83077,7,3,6,0,0,21997.35099,15417.87942,11703.13846,35189.31567347222,22154.859667152778,19741.53846201389
16.3,65.43,0.078,22366.09272,16248.64865,11886.27692,7,3,6,0,0,22353.37748,15777.13098,11850.83077,35177.66004430556,22155.379417708333,19743.794872291663
16.81,64.33,0.078,22912.84768,16450.72765,12069.41538,8,3,6,0,0,22366.09272,16248.64865,11886.27692,35165.121412986104,22157.250519583336,19744.98461583333
17.14,62.3,0.081,23446.88742,16765.07277,12205.29231,8,3,6,0,0,22912.84768,16450.72765,12069.41538,35158.675496875,22152.78066513889,19745.96923118056
17.49,61.26,0.079,23637.61589,17060.70686,12376.61538,8,3,6,0,0,23446.88742,16765.07277,12205.29231,35153.02428277778,22146.49168388889,19746.174359375
18.01,59.86,0.078,24095.36424,17232.84823,12689.72308,8,3,6,0,0,23637.61589,17060.70686,12376.61538,35145.96026506944,22139.111226527777,19747.89743625
18.33,59.06,0.08,24781.98675,17648.23285,12872.86154,8,3,6,0,0,24095.36424,17232.84823,12689.72308,35140.13245048611,22132.48440736111,19750.68717986111
18.83,57.16,0.082,24896.42384,17973.80457,13085.53846,8,3,6,0,0,24781.98675,17648.23285,12872.86154,35137.483443819445,22127.5987525,19752.328205486112
19.19,55.19,0.085,25265.16556,18063.61746,13298.21538,9,3,6,0,0,24896.42384,17973.80457,13085.53846,35133.333333402785,22122.99896034722,19752.287179861112
19.58,54.25,0.08,25837.35099,18467.77547,13493.16923,9,3,6,0,0,25265.16556,18063.61746,13298.21538,35128.21192055556,22117.801455138888,19751.507692638887
20.03,51.92,0.082,26651.12583,18808.31601,13859.44615,9,3,6,0,0,25837.35099,18467.77547,13493.16923,35121.32450333334,22111.018710902776,19751.261538819446
20.5,50.52,0.083,27274.17219,19358.41996,14083.93846,9,3,6,0,0,26651.12583,18808.31601,13859.44615,35117.52759388889,22104.93762986111,19752.820513125
20.97,48.82,0.08,27871.78808,19320.99792,14172.55385,9,3,6,0,0,27274.17219,19358.41996,14083.93846,35117.704194374994,22104.28794173611,19747.487179791668
21.42,47.28,0.084,27897.21854,19800.0,14332.06154,9,3,6,0,0,27871.78808,19320.99792,14172.55385,35116.291390833336,22106.366943819445,19739.610256736112
21.86,45.65,0.083,28354.96689,20327.65073,14574.27692,10,3,6,0,0,27897.21854,19800.0,14332.06154,35114.17218548611,22108.835758819445,19730.62564138889
22.16,45.01,0.081,28914.43709,20469.85447,14822.4,10,3,6,0,0,28354.96689,20327.65073,14574.27692,35110.64017666667,22111.590436597224,19722.461538819443
22.69,44.21,0.082,29257.74834,20548.44075,15224.12308,10,3,6,0,0,28914.43709,20469.85447,14822.4,35108.167770486114,22112.78586277778,19714.338461875
23.22,43.48,0.082,31800.7947,18928.06653,15289.10769,10,3,6,0,0,29257.74834,20548.44075,15224.12308,35103.39955854167,22112.73388770833,19707.48717986111
23.41,42.11,0.085,33021.45695,18273.18087,15543.13846,10,3,6,0,0,31800.7947,18928.06653,15289.10769,35117.96909493055,22102.62474013889,19700.635897777775
23.66,41.21,0.081,33390.19868,18512.68191,15785.35385,10,3,6,0,0,33021.45695,18273.18087,15543.13846,35140.04415006944,22088.17567569444,19693.948718263888
24.0,41.24,0.085,33644.50331,18696.0499,16275.69231,11,3,6,0,0,33390.19868,18512.68191,15785.35385,35160.97130243055,22074.48024951389,19685.08717986111
24.2,39.47,0.083,34203.97351,18995.4262,16322.95385,11,3,6,0,0,33644.50331,18696.0499,16275.69231,35177.04194256945,22059.43347201389,19677.866667083334
24.25,38.1,0.084,34127.68212,19403.3264,16464.73846,11,3,6,0,0,34203.97351,18995.4262,16322.95385,35192.14128034722,22046.33575895833,19671.17948763889
24.69,35.34,0.083,34547.28477,19541.78794,16647.87692,11,3,6,0,0,34127.68212,19403.3264,16464.73846,35203.708609305555,22034.79729743056,19663.753846597225
25.57,33.6,0.081,35233.90728,19818.71102,16878.27692,11,3,6,0,0,34547.28477,19541.78794,16647.87692,35214.21633555556,22024.8700625,19657.682051736112
25.64,33.43,0.07,35577.21854,19833.67983,16955.07692,11,3,6,0,0,35233.90728,19818.71102,16878.27692,35223.22295805556,22014.085239236112,19660.18461583333
25.91,33.67,0.082,36238.4106,20024.53222,17238.64615,12,3,6,0,0,35577.21854,19833.67983,16955.07692,35230.728476805554,22000.077962708336,19661.21025680556
26.02,35.1,0.081,36518.1457,20305.19751,17256.36923,12,3,6,0,0,36238.4106,20024.53222,17238.64615,35239.646799097216,21986.27858638889,19664.082051666668
25.87,36.74,0.072,36518.1457,20466.11227,17439.50769,12,3,6,0,0,36518.1457,20305.19751,17256.36923,35250.41942604167,21973.05093569444,19666.174359375
25.82,37.24,0.072,36085.82781,20593.34719,17557.66154,12,3,6,0,0,36518.1457,20466.11227,17439.50769,35260.485651250005,21960.13513527777,19667.569231180554
25.74,35.87,0.071,36276.55629,20593.34719,17693.53846,12,3,6,0,0,36085.82781,20593.34719,17557.66154,35267.902869791666,21945.58212069444,19668.758974791665
26.09,35.6,0.073,36429.13907,20664.44906,18024.36923,12,3,6,0,0,36276.55629,20593.34719,17693.53846,35276.02649006944,21931.05509361111,19670.112820902777
26.05,35.7,0.074,36975.89404,21049.89605,18160.24615,13,3,6,0,0,36429.13907,20664.44906,18024.36923,35278.94039736111,21914.760914791663,19671.63076958333
25.96,36.1,0.07,37281.0596,20844.07484,18260.67692,13,3,6,0,0,36975.89404,21049.89605,18160.24615,35286.71081680556,21902.234927291665,19672.53333368056
25.97,36.04,0.073,37611.65563,20758.00416,18361.10769,13,3,6,0,0,37281.0596,20844.07484,18260.67692,35299.249448125,21888.955301458333,19674.092307986117
25.95,37.5,0.071,37662.51656,20877.75468,18302.03077,13,3,6,0,0,37611.65563,20758.00416,18361.10769,35310.55187638889,21875.28586277778,19675.364102847223
26.07,36.34,0.073,38895.89404,20829.10603,18479.26154,13,3,6,0,0,37662.51656,20877.75468,18302.03077,35320.97130243055,21862.44802493056,19674.95384645833
25.65,37.37,0.071,39518.9404,20971.30977,18591.50769,13,3,6,0,0,38895.89404,20829.10603,18479.26154,35339.33774833333,21850.0259875,19674.78974388889
25.67,38.57,0.072,39671.52318,21158.41996,18650.58462,14,3,6,0,0,39518.9404,20971.30977,18591.50769,35362.56070638889,21838.87733881945,19676.758974652777
25.88,37.67,0.072,39595.23179,21004.9896,18703.75385,14,3,6,0,0,39671.52318,21158.41996,18650.58462,35387.37306840278,21826.32536375,19678.40000034722
25.88,37.34,0.072,39251.92053,21607.48441,18875.07692,14,3,6,0,0,39595.23179,21004.9896,18703.75385,35409.71302423612,21810.99272340278,19680.328205486112
25.78,37.4,0.071,36581.72185,23946.36175,18993.23077,14,3,6,0,0,39251.92053,21607.48441,18875.07692,35431.08167763889,21799.298336736112,19681.96923111111
26.08,36.54,0.072,36708.87417,23736.79834,19046.4,14,3,6,0,0,36581.72185,23946.36175,18993.23077,35434.08388513889,21803.43035340278,19685.374359305555
25.75,36.67,0.072,36607.15232,23482.32848,18993.23077,14,3,6,0,0,36708.87417,23736.79834,19046.4,35435.93818979166,21807.5363825,19689.51794902778
25.94,36.54,0.074,36505.43046,23194.17879,19005.04615,15,3,6,0,0,36607.15232,23482.32848,18993.23077,35440.26490062501,21811.356548819444,19693.128205416662
25.89,36.47,0.072,36607.15232,23444.90644,19052.30769,15,3,6,0,0,36505.43046,23194.17879,19005.04615,35444.50331118055,21813.227650694447,19696.24615409722
25.78,36.17,0.071,36594.43709,23123.07692,19087.75385,15,3,6,0,0,36607.15232,23444.90644,19052.30769,35449.88962465277,21819.04885645833,19699.03589763889
26.02,36.2,0.072,36505.43046,23085.65489,19129.10769,15,3,6,0,0,36594.43709,23123.07692,19087.75385,35453.24503305556,21822.76507263889,19702.15384638889
26.34,36.04,0.073,36670.72848,23175.46778,19365.41538,15,3,6,0,0,36505.43046,23085.65489,19129.10769,35457.13024277778,21824.012473888884,19705.353846388887
26.67,35.87,0.071,36912.31788,22928.48233,19394.95385,15,3,6,0,0,36670.72848,23175.46778,19365.41538,35462.869757152774,21826.247401180557,19709.74358993056
26.52,34.37,0.071,36708.87417,22980.87318,19365.41538,16,3,6,0,0,36912.31788,22928.48233,19394.95385,35469.84547458333,21828.274428194443,19713.928205347223
26.66,33.87,0.072,36670.72848,22550.51975,19489.47692,16,3,6,0,0,36708.87417,22980.87318,19365.41538,35472.935982291674,21831.574843958333,19716.594872013888
26.38,33.93,0.071,36365.56291,21135.96674,20511.50769,16,3,6,0,0,36670.72848,22550.51975,19489.47692,35476.90949222222,21831.574843958333,19719.22051298611
26.37,34.7,0.073,36289.27152,20118.08732,21379.93846,16,3,6,0,0,36365.56291,21135.96674,20511.50769,35479.47019861112,21823.96049888889,19728.574359097223
26.09,35.04,0.074,36530.86093,20297.7131,21610.33846,16,3,6,0,0,36289.27152,20118.08732,21379.93846,35481.05960256945,21809.90124736111,19744.08205138889
26.31,34.67,0.072,36874.17219,20406.23701,21628.06154,16,3,6,0,0,36530.86093,20297.7131,21610.33846,35486.35761583333,21795.893970902776,19759.95897444445
26.34,34.47,0.075,36747.01987,20473.59667,21811.2,17,3,6,0,0,36874.17219,20406.23701,21628.06154,35494.48123618055,21783.082120625,19774.2358975
26.37,35.44,0.07,36785.16556,20293.97089,22029.78462,17,3,6,0,0,36747.01987,20473.59667,21811.2,35501.36865340278,21770.34823284722,19789.29230777778
26.41,36.47,0.072,37026.75497,20522.24532,22082.95385,17,3,6,0,0,36785.16556,20293.97089,22029.78462,35504.45916111111,21756.60083159722,19805.374359097223
26.28,35.47,0.074,37548.07947,20660.70686,22218.83077,17,3,6,0,0,37026.75497,20522.24532,22082.95385,35506.84326708333,21742.853430347222,19820.430769375
26.24,32.63,0.074,37993.11258,20937.62994,21261.78462,17,3,6,0,0,37548.07947,20660.70686,22218.83077,35511.61147902778,21729.158004166664,19836.020512986117
26.32,32.53,0.072,37929.53642,22685.23909,20416.98462,17,3,6,0,0,37993.11258,20937.62994,21261.78462,35516.11479027778,21716.008316041665,19843.44615402778
26.25,32.0,0.073,38349.13907,22692.72349,21001.84615,18,3,6,0,1,37929.53642,22685.23909,20416.98462,35517.43929354167,21714.73492729167,19844.143589930554
26.17,33.2,0.073,38438.1457,23108.10811,21179.07692,18,3,6,0,1,38349.13907,22692.72349,21001.84615,35519.646799027774,21712.00623701389,19846.030769375
26.12,33.1,0.072,38730.59603,23721.82952,21356.30769,18,3,6,0,1,38438.1457,23108.10811,21179.07692,35521.05960256945,21710.78482333333,19848.28717958333
26.07,32.7,0.072,39468.07947,24219.54262,21876.18462,18,3,6,0,1,38730.59603,23721.82952,21356.30769,35521.766004375,21713.201663263888,19850.174359027777
25.91,32.63,0.071,40230.99338,24833.26403,22478.76923,18,3,6,0,1,39468.07947,24219.54262,21876.18462,35524.85651208334,21716.08627868056,19851.20000006944
25.81,32.76,0.07,40892.18543,25798.7526,23347.2,18,3,6,0,1,40230.99338,24833.26403,22478.76923,35524.768211875,21718.24324333333,19850.543589791665
25.72,32.66,0.073,42023.84106,26655.71726,24268.8,19,3,6,0,1,40892.18543,25798.7526,23347.2,35522.56070631945,21721.30977138889,19851.52820520833
25.67,32.49,0.073,43651.39073,28126.40333,25834.33846,19,3,6,0,1,42023.84106,26655.71726,24268.8,35521.147902777775,21723.20686083333,19854.441025694443
25.54,33.8,0.071,46359.7351,29050.72765,27388.06154,19,3,6,0,1,43651.39073,28126.40333,25834.33846,35518.14569527778,21727.936590555557,19858.174359027777
25.39,32.46,0.069,46601.3245,29245.32225,28977.23077,19,3,6,0,1,46359.7351,29050.72765,27388.06154,35520.794701875,21729.443867083333,19860.71794875
25.2,35.96,0.073,46105.43046,28171.30977,28262.4,19,3,6,0,1,46601.3245,29245.32225,28977.23077,35520.794701875,21731.28898145833,19865.18974361111
24.94,39.83,0.072,44999.2053,27407.90021,28002.46154,19,3,6,0,1,46105.43046,28171.30977,28262.4,35520.794701875,21733.653846319445,19869.784615416665
24.38,42.4,0.074,45482.38411,27879.41788,28563.69231,20,3,6,0,1,44999.2053,27407.90021,28002.46154,35521.67770409722,21736.27858645833,19875.44615388889
23.91,45.57,0.069,46080.0,28118.91892,28752.73846,20,3,6,0,1,45482.38411,27879.41788,28563.69231,35523.88520965278,21741.83991701389,19880.984615416663
23.46,46.13,0.07,46156.29139,28369.64657,28723.2,20,3,6,0,1,46080.0,28118.91892,28752.73846,35524.238410555554,21744.724532430555,19886.235897430557
23.33,46.27,0.072,46067.28477,28365.90437,28687.75385,20,3,6,0,1,46156.29139,28369.64657,28723.2,35524.06181013889,21747.895010625,19890.95384618056
23.22,47.37,0.071,46550.46358,28395.842,28935.87692,20,3,6,0,1,46067.28477,28365.90437,28687.75385,35522.64900659722,21752.2349275,19896.28717951389
23.03,49.44,0.073,46601.3245,28377.13098,28805.90769,20,3,6,0,1,46550.46358,28395.842,28935.87692,35523.0022075,21756.340956666667,19902.153846180558
22.67,50.07,0.073,46397.88079,28212.47401,28416.0,21,3,6,0,1,46601.3245,28377.13098,28805.90769,35523.09050770834,21758.62785895833,19907.158974375
22.38,51.21,0.073,46080.0,28029.10603,28197.41538,21,3,6,0,1,46397.88079,28212.47401,28416.0,35525.916114722226,21760.343035625,19910.4
22.01,55.57,0.071,45406.09272,27849.48025,28274.21538,21,3,6,0,1,46080.0,28029.10603,28197.41538,35527.32891826389,21761.746362013888,19912.287179444444
21.8,59.44,0.074,43613.24503,27636.17464,27967.01538,21,3,6,0,1,45406.09272,27849.48025,28274.21538,35524.768211875,21762.73388798611,19915.979487083336
21.74,62.18,0.072,43486.09272,27426.61123,27943.38462,21,3,6,0,1,43613.24503,27636.17464,27967.01538,35514.70198666667,21763.82536409722,19920.82051270833
21.98,64.02,0.07,44096.42384,27411.64241,27588.92308,21,3,6,0,1,43486.09272,27426.61123,27943.38462,35504.812361944445,21765.93035375,19926.27692298611
21.93,65.91,0.072,44109.13907,27407.90021,27458.95385,22,3,6,0,0,44096.42384,27411.64241,27588.92308,35498.98454736112,21768.78898159722,19930.13333326389
21.79,66.35,0.066,44566.88742,27609.97921,27204.92308,22,3,6,0,0,44109.13907,27407.90021,27458.95385,35493.95143479166,21771.543659375,19933.90769229167
21.08,68.11,0.071,44948.34437,27531.39293,27216.73846,22,3,6,0,0,44566.88742,27609.97921,27204.92308,35492.36203083334,21773.93451173611,19935.58974361111
20.28,68.18,0.072,45317.08609,27666.11227,27252.18462,22,3,6,0,0,44948.34437,27531.39293,27216.73846,35492.7152317361,21776.299376597224,19938.29743590278
21.04,68.31,0.072,45151.78808,27606.23701,27151.75385,22,3,6,0,0,45317.08609,27666.11227,27252.18462,35494.21633548611,21777.72869055556,19941.86666673611
20.15,68.25,0.073,44821.19205,27460.29106,26891.81538,22,3,6,0,0,45151.78808,27606.23701,27151.75385,35496.070640138896,21781.80873215278,19945.35384625
19.02,69.68,0.074,44477.88079,27187.11019,26649.6,23,3,6,0,0,44821.19205,27460.29106,26891.81538,35499.779249375,21784.511434861117,19947.11794875
18.78,69.28,0.076,44096.42384,27123.49272,26572.8,23,3,6,0,0,44477.88079,27187.11019,26649.6,35504.72406173611,21786.69438708333,19949.128205138888
18.67,68.58,0.073,43384.37086,26906.44491,26336.49231,23,3,6,0,0,44096.42384,27123.49272,26572.8,35505.34216326389,21789.83887770833,19952.820512847225
20.09,73.4,0.071,42608.74172,26607.06861,26029.29231,23,3,6,0,0,43384.37086,26906.44491,26336.49231,35508.96247229167,21792.411642777777,19956.59487180556
20.8,74.5,0.07,42761.3245,26049.48025,25958.4,23,3,6,0,0,42608.74172,26607.06861,26029.29231,35512.494481111105,21795.062370416665,19959.91794875
20.1,75.1,0.073,42240.0,25836.17464,25633.47692,23,3,6,0,0,42761.3245,26049.48025,25958.4,35523.090507569446,21795.76403361111,19964.800000000003
18.11,74.3,0.074,41604.23841,25469.43867,25473.96923,0,4,6,0,0,42240.0,25836.17464,25633.47692,35532.98013229166,21797.1413725,19967.83589743056
17.94,74.1,0.074,41184.63576,25155.09356,25485.78462,0,4,6,0,0,41604.23841,25469.43867,25473.96923,35540.57395125,21797.01143486111,19970.42051277778
18.24,72.3,0.074,40498.01325,25113.92931,25326.27692,0,4,6,0,0,41184.63576,25155.09356,25485.78462,35547.54966868056,21796.69958458333,19975.302564097223
18.14,73.0,0.072,39811.39073,24874.42827,25066.33846,0,4,6,0,0,40498.01325,25113.92931,25326.27692,35552.75938173611,21800.051975416667,19980.676923055555
18.11,74.5,0.072,39671.52318,24638.66944,25089.96923,0,4,6,0,0,39811.39073,24874.42827,25066.33846,35555.320088125,21802.780665625,19985.189743541665
17.83,73.9,0.072,39417.21854,24481.49688,25042.70769,0,4,6,0,0,39671.52318,24638.66944,25089.96923,35559.38189826389,21804.054054375,19989.62051277778
18.34,78.8,0.07,39340.92715,24668.60707,25184.49231,1,4,6,0,0,39417.21854,24481.49688,25042.70769,35563.88520951389,21804.080041875,19993.64102555556
18.5,77.5,0.074,38997.61589,24279.41788,25131.32308,1,4,6,0,0,39340.92715,24668.60707,25184.49231,35570.06622493055,21806.93866972222,19999.63076916667
17.43,75.8,0.073,38870.46358,24309.35551,25172.67692,1,4,6,0,0,38997.61589,24279.41788,25131.32308,35574.12803506944,21808.134095902777,20005.57948715278
16.96,74.5,0.073,39404.50331,24545.11435,25379.44615,1,4,6,0,0,38870.46358,24309.35551,25172.67692,35578.101545,21809.433472222223,20011.364102500003
17.48,73.7,0.073,40320.0,24844.49064,25710.27692,1,4,6,0,0,39404.50331,24545.11435,25379.44615,35582.693156458336,21811.590436944443,20018.21538451389
17.8,77.0,0.073,41184.63576,24926.81913,26017.47692,1,4,6,0,0,40320.0,24844.49064,25710.27692,35587.72626902778,21815.43659076389,20024.574358819445
19.18,78.5,0.071,41591.52318,25656.54886,26383.75385,2,4,6,0,0,41184.63576,24926.81913,26017.47692,35594.17218513889,21816.91787979167,20030.358974166666
20.07,77.4,0.069,41515.23179,25622.86902,25869.78462,2,4,6,0,0,41591.52318,25656.54886,26383.75385,35598.322295555554,21821.36174673611,20036.47179472222
18.42,77.3,0.072,40993.90728,25342.20374,25645.29231,2,4,6,0,0,41515.23179,25622.86902,25869.78462,35600.529801111115,21824.324324652775,20040.287179375
17.32,78.6,0.071,40218.27815,24956.75676,25113.6,2,4,6,0,0,40993.90728,25342.20374,25645.29231,35605.73951409722,21829.443867291666,20047.17948708333
16.42,77.9,0.071,39366.35762,24623.70062,24605.53846,2,4,6,0,0,40218.27815,24956.75676,25113.6,35611.92052958333,21833.49792138889,20052.26666659722
16.24,78.5,0.07,38692.45033,24118.50312,23949.78462,2,4,6,0,0,39366.35762,24623.70062,24605.53846,35615.18763777778,21837.941788333334,20057.271794791668
16.64,77.7,0.071,37967.68212,23583.36798,23294.03077,3,4,6,0,0,38692.45033,24118.50312,23949.78462,35616.600441319446,21842.22973013889,20061.53846145833
16.54,76.3,0.071,36670.72848,22834.92723,22195.2,3,4,6,0,0,37967.68212,23583.36798,23294.03077,35617.74834416667,21846.491684375,20065.88717944444
17.04,76.8,0.071,34636.29139,21573.80457,21155.44615,3,4,6,0,0,36670.72848,22834.92723,22195.2,35619.07284750001,21850.493763333336,20069.90769229167
17.02,77.3,0.07,33148.60927,20810.39501,20505.6,3,4,6,0,0,34636.29139,21573.80457,21155.44615,35619.426048402776,21854.495842291668,20074.830769166667
16.56,77.4,0.073,31864.37086,20106.86071,19247.26154,3,4,6,0,0,33148.60927,20810.39501,20505.6,35622.51655611111,21855.97713125,20082.010256319445
16.39,77.6,0.07,30910.72848,19313.51351,18538.33846,3,4,6,0,0,31864.37086,20106.86071,19247.26154,35624.19426027778,21858.31600861111,20086.153846041663
16.38,77.5,0.07,30160.5298,19044.07484,18000.73846,4,4,6,0,0,30910.72848,19313.51351,18538.33846,35629.05077243056,21859.32952208333,20090.461538333333
16.15,77.4,0.072,29537.48344,18722.24532,17817.6,4,4,6,0,0,30160.5298,19044.07484,18000.73846,35629.49227354166,21861.92827465278,20093.90769215278
15.96,77.2,0.071,28800.0,18288.14969,17522.21538,4,4,6,0,0,29537.48344,18722.24532,17817.6,35627.99116979166,21865.33264055556,20096.328205
15.77,78.2,0.071,27808.21192,17622.03742,17043.69231,4,4,6,0,0,28800.0,18288.14969,17522.21538,35627.46136847222,21866.891892152777,20099.6923075
16.0,77.6,0.072,26396.82119,16780.04158,16198.89231,4,4,6,0,0,27808.21192,17622.03742,17043.69231,35627.814569375,21869.25675701389,20103.794871597223
15.9,78.2,0.074,25354.17219,16424.53222,14905.10769,4,4,6,0,0,26396.82119,16780.04158,16198.89231,35625.78366430555,21869.386694652778,20107.117948541665
16.15,79.3,0.073,24743.84106,15664.86486,13203.69231,5,4,6,0,0,25354.17219,16424.53222,14905.10769,35626.75496673611,21871.153846388886,20109.08717930556
15.82,79.8,0.071,24298.80795,15466.52807,12618.83077,5,4,6,0,0,24743.84106,15664.86486,13203.69231,35628.96247229166,21873.51871125,20110.52307673611
15.48,80.8,0.071,23561.3245,15133.47193,12376.61538,5,4,6,0,0,24298.80795,15466.52807,12618.83077,35631.08167763889,21877.364865138887,20112.41025625
15.69,80.8,0.069,23268.87417,14927.65073,12181.66154,5,4,6,0,0,23561.3245,15133.47193,12376.61538,35629.75717430555,21880.84719361111,20114.70769208333
15.09,79.7,0.069,23179.86755,14781.70478,11774.03077,5,4,6,0,0,23268.87417,14927.65073,12181.66154,35628.60927138889,21883.290021041663,20117.251281805555
14.87,77.7,0.073,23141.72185,14845.32225,11667.69231,5,4,6,0,0,23179.86755,14781.70478,11774.03077,35628.16777027778,21885.888773611117,20117.74358951389
15.26,77.4,0.07,23078.1457,14751.76715,11602.70769,6,4,6,0,0,23141.72185,14845.32225,11667.69231,35628.43267090278,21889.44906472222,20117.86666645833
16.18,79.5,0.073,23154.43709,14785.44699,11596.8,6,4,6,0,0,23078.1457,14751.76715,11602.70769,35628.079470069446,21894.516632291667,20118.030769027777
16.45,80.0,0.071,23129.00662,14807.90021,11490.46154,6,4,6,0,0,23154.43709,14785.44699,11596.8,35627.19646791667,21897.32328513889,20119.17948694445
16.71,81.3,0.071,23192.58278,14762.99376,11206.89231,6,4,6,0,0,23129.00662,14807.90021,11490.46154,35623.841059513885,21900.285863125,20120.123076666667
17.88,84.0,0.068,23319.7351,14789.18919,11242.33846,6,4,6,0,0,23192.58278,14762.99376,11206.89231,35620.22075048611,21902.520790347226,20118.23589722222
19.09,81.9,0.07,23408.74172,14852.80665,11236.43077,6,4,6,0,0,23319.7351,14789.18919,11242.33846,35618.189845416666,21905.535343333337,20116.307692083334
19.33,81.3,0.071,23752.05298,14946.36175,11449.10769,7,4,6,0,0,23408.74172,14852.80665,11236.43077,35615.452538541664,21907.17255743056,20114.256410069444
19.3,80.9,0.071,24108.07947,15155.92516,11336.86154,7,4,6,0,0,23752.05298,14946.36175,11449.10769,35613.42163347222,21906.88669465277,20113.558974166663
18.66,81.0,0.072,23968.21192,15432.84823,11413.66154,7,4,6,0,0,24108.07947,15155.92516,11336.86154,35615.98233986111,21906.678794444444,20111.999999791664
